,Total voting-age population,Census tract,Voters in 2022,Voting-age residents who voted in 2022 (%),American Indian or Alaska Native (%),Asian (%),Black (%),Native Hawaiian or other Pacific Islander (%),White (%),Hispanic or Latino (%),Mixed race (%),Place,Below poverty level (%)
728,4557,06075016700,2402,52.7,0.0,10.3,3.7,0.0,75.4,5.5,4.9,San Francisco,3.6
729,2807,06001433000,1342,47.8,0.0,39.7,10.0,0.1,36.7,12.3,0.7,"San Leandro, Alameda County",9.0
730,5284,06001433300,1822,34.5,0.0,45.9,0.6,2.1,24.1,24.8,2.3,"San Leandro, Alameda County",4.8
731,4099,06001433400,1883,45.9,0.0,57.8,11.4,1.8,18.8,7.5,2.9,"San Leandro, Alameda County",3.9
732,3354,06001433500,1164,34.7,0.6,43.4,3.7,0.0,31.4,20.0,0.9,"San Leandro, Alameda County",11.1
733,2971,06001433102,901,30.3,0.0,57.4,8.8,1.3,11.4,19.5,1.5,"San Leandro, Alameda County",2.8
734,2758,06077002701,633,23.0,0.4,3.8,4.6,0.0,24.3,65.7,1.2,"Garden Acres, San Joaquin County",14.6
735,1716,06077002702,506,29.5,1.4,1.2,2.5,0.0,11.9,82.4,0.6,"Garden Acres, San Joaquin County",15.0
736,4257,06001440308,1523,35.8,0.2,45.0,4.5,0.4,17.3,28.5,4.0,"Union City, Decoto, Alameda County",12.4
737,5019,06001441200,2243,44.7,0.0,39.1,3.5,0.2,40.4,12.1,4.6,"Eberly, Fremont, Alameda County",4.7
738,2221,06001441301,825,37.1,1.8,43.0,14.0,2.7,26.6,10.0,1.8,"Eberly, Fremont, Alameda County",6.6
739,3316,06001441302,1684,50.8,0.0,50.7,4.4,3.0,23.4,14.3,4.0,"Fremont, Alameda County",5.3
740,3073,06077003108,1246,40.5,1.8,8.0,10.0,0.0,37.7,35.0,7.1,"Stockton, San Joaquin County",7.2
741,3556,06077003111,953,26.8,0.0,19.4,20.0,0.0,27.1,31.6,2.4,"Stockton, San Joaquin County",10.9
742,2630,06077003112,1047,39.8,0.0,15.2,16.6,0.0,40.6,21.1,6.5,"Stockton, San Joaquin County",10.1
743,2958,06077003203,1488,50.3,0.1,2.2,5.5,1.7,56.2,29.4,4.6,"Stockton, San Joaquin County",6.5
744,2193,06001440331,649,29.6,0.0,55.2,5.3,2.0,16.0,15.5,5.8,"Union City, Alvarado, Alameda County",8.7
745,3503,06001433900,739,21.1,0.6,13.1,34.8,1.4,13.7,28.6,8.0,"San Leandro, Alameda County",15.7
746,2939,06077003205,1128,38.4,0.0,16.5,8.0,0.0,44.4,29.2,1.7,"Stockton, San Joaquin County",11.1
747,3036,06001434000,762,25.1,1.0,20.9,20.8,0.0,23.7,32.0,1.9,"Ashland, Alameda County",24.2
748,2411,06001435500,671,27.8,0.2,8.5,17.8,3.1,45.0,23.9,1.8,"Cherryland, Alameda County",17.2
749,3669,06001435800,1491,40.6,0.0,31.1,5.2,0.0,29.2,32.2,2.2,"San Lorenzo, Alameda County",5.4
750,3642,06077003209,1091,30.0,0.0,12.5,8.8,0.1,37.5,36.6,4.4,"Stockton, San Joaquin County",3.9
751,1929,06077003210,860,44.6,3.1,12.4,10.9,0.2,41.4,30.3,1.9,"Stockton, San Joaquin County",6.0
752,3545,06077003213,1007,28.4,0.7,19.4,17.0,4.8,26.5,27.4,4.2,"Stockton, San Joaquin County",20.8
753,2150,06077003214,1058,49.2,0.7,17.4,2.7,0.0,34.6,38.4,6.1,"Stockton, San Joaquin County",11.4
754,3850,06001435900,1454,37.8,0.8,39.2,1.0,1.6,36.0,21.7,0.1,"San Lorenzo, Alameda County",3.2
755,3813,06001436000,1326,34.8,0.1,25.6,0.8,0.3,35.4,33.6,3.9,"San Lorenzo, Alameda County",4.8
756,2618,06001401700,1294,49.4,0.0,17.4,12.3,0.0,54.6,11.2,4.3,"Oakland, West Oakland, Alameda County",16.8
757,4419,06001433600,1440,32.6,0.2,40.1,5.2,0.2,33.1,18.0,3.1,"San Leandro, Alameda County",12.2
758,3949,06081613900,2586,65.5,0.6,12.2,4.6,1.9,69.0,8.3,3.5,"Menlo Park, San Mateo County",10.1
759,2630,06047000301,875,33.3,0.0,19.2,0.1,0.0,8.9,69.8,1.9,Merced County,20.8
760,930,06047001502,246,26.5,0.0,3.8,1.6,0.0,4.5,89.2,0.2,"Merced, Merced County",22.5
761,2781,06077005129,634,22.8,0.0,12.0,3.8,1.4,29.1,52.4,1.4,"Lathrop, San Joaquin County",9.3
762,1929,06077005307,593,30.7,0.0,9.8,1.9,2.3,30.4,46.9,8.5,"Tracy, San Joaquin County",6.8
763,1382,06077002201,288,20.8,0.0,1.4,32.3,0.0,4.6,61.3,0.4,"Stockton, San Joaquin County",30.7
764,2438,06077002202,538,22.1,0.0,7.3,17.1,0.0,3.2,71.5,1.1,"Stockton, San Joaquin County",40.2
765,3970,06077003410,867,21.8,0.0,27.4,17.2,0.0,12.9,37.8,4.6,"Stockton, San Joaquin County",18.1
766,3512,06047000505,992,28.2,0.0,5.0,0.1,0.0,29.3,64.4,1.1,"Atwater, Merced County",14.4
767,1895,06047000901,701,37.0,0.0,0.0,2.7,0.0,59.5,36.2,1.5,Merced County,16.9
768,1164,06047000503,465,39.9,1.0,0.3,0.7,0.0,49.2,32.5,5.1,Merced County,26.8
769,1421,06047000303,391,27.5,0.3,5.3,0.0,0.0,55.7,38.4,0.0,"Livingston, Merced County",13.3
770,1675,06077003407,386,23.0,0.0,20.7,20.7,0.0,25.7,31.7,0.7,"Stockton, San Joaquin County",25.8
771,2833,06047000601,1074,37.9,0.0,1.7,1.9,0.0,52.0,41.9,2.3,"Atwater, Merced County",27.3
772,4991,06047002301,2365,47.4,0.0,5.9,4.7,0.0,44.8,40.8,3.8,"Los Banos, Merced County",12.8
773,2122,06047001901,760,35.8,1.2,6.1,0.2,0.0,13.1,78.7,0.5,Merced County,27.1
774,1297,06047001902,528,40.7,0.0,1.9,0.8,0.0,37.1,58.8,1.6,Merced County,15.4
775,2150,06047001503,388,18.0,0.0,8.4,4.4,0.0,10.3,74.0,3.1,"Merced, Merced County",53.5
776,3385,06075020402,2196,64.9,0.0,12.9,0.4,0.0,69.2,14.7,3.0,San Francisco,8.3
777,249,06075980900,196,78.7,0.0,68.3,13.3,0.0,14.1,4.4,3.2,"San Francisco, Bayview District",18.7
778,2180,06013336202,414,19.0,0.0,20.6,10.9,0.0,25.6,41.0,2.0,"Concord, Contra Costa County",9.8
779,5872,06013355115,1989,33.9,0.5,51.0,7.3,0.0,31.9,7.3,2.0,"San Ramon, Dougherty Valley, Contra Costa County",10.2
780,1858,06013351103,1622,87.3,0.0,16.4,0.3,0.0,81.5,1.3,0.0,"Walnut Creek, Rossmoor, Contra Costa County",4.8
781,2724,06013351101,2306,84.7,0.0,9.0,0.0,0.0,89.1,0.6,1.4,"Walnut Creek, Rossmoor, Contra Costa County",4.2
782,5012,06013345114,3597,71.8,0.0,15.3,0.2,0.0,79.9,2.6,1.9,"Danville, Contra Costa County",1.7
783,3249,06013365003,1137,35.0,1.1,15.7,35.7,0.9,19.6,23.4,3.7,"Richmond, Contra Costa County",17.0
784,2577,06013339001,803,31.2,0.0,11.3,7.4,0.0,65.4,12.8,3.1,"Walnut Creek, Contra Costa County",10.3
785,3058,06013345111,1646,53.8,0.0,34.2,1.9,0.0,46.5,14.9,2.3,"San Ramon, Contra Costa County",5.4
786,1946,06013345116,1245,64.0,0.0,17.5,2.3,0.0,65.3,13.6,1.7,"San Ramon, Contra Costa County",1.2
787,3564,06041120002,2901,81.4,0.0,2.4,0.0,0.0,86.6,5.3,5.6,"Baltimore Canyon, Larkspur, Marin County",5.8
788,782,06041112204,213,27.2,3.2,9.6,2.6,2.6,16.8,64.7,0.5,"San Rafael, Marin County",24.5
789,2219,06041104103,1616,72.8,0.0,3.2,1.6,1.4,72.7,8.8,12.4,"Novato, Marin County",2.7
790,3428,06041108202,1878,54.8,0.0,6.4,2.0,0.0,76.6,13.6,1.5,"Terra Linda, San Rafael, Marin County",14.3
791,2208,06041105002,1521,68.9,0.0,10.9,0.2,2.3,74.4,9.1,2.9,"Novato, Marin County",1.5
792,3280,06041111002,1892,57.7,0.0,1.3,0.3,0.0,87.8,10.8,0.1,"San Rafael, Marin County",10.0
793,1605,06041108201,861,53.6,0.0,4.4,2.1,0.0,55.7,37.8,0.6,"Cerro, San Rafael, Marin County",11.4
794,1021,06041120001,656,64.3,0.0,5.4,0.1,0.0,90.1,2.0,2.4,"Skylark, Larkspur, Marin County",1.8
795,2113,06041130204,1714,81.1,0.0,2.6,0.0,0.0,92.0,3.8,1.7,"Sausalito, Marin County",3.3
796,1856,06041130203,941,50.7,0.0,7.3,0.1,0.0,79.7,11.9,1.1,"Waldo, Sausalito, Marin County",9.6
797,2771,06041105001,1028,37.1,0.4,13.9,14.3,0.0,54.0,13.6,3.8,"Novato, Marin County",12.9
798,767,06041111001,331,43.2,0.0,3.9,0.0,0.0,86.7,9.4,0.0,"San Rafael, Marin County",8.2
799,386,06041112203,96,24.9,2.6,6.5,0.0,0.0,9.3,64.5,18.4,"San Rafael, Marin County",11.6
800,3397,06041104104,1973,58.1,0.0,6.9,1.2,0.0,73.5,12.9,5.4,"Rafael Village, Novato, Marin County",13.9
801,3671,06013359105,1747,47.6,0.0,47.1,18.5,0.0,15.3,16.6,2.5,"Hercules, Contra Costa County",2.4
802,1891,06099002401,372,19.7,0.8,6.1,3.6,0.0,12.3,76.7,0.5,"Modesto, Stanislaus County",11.7
803,4301,06099003804,1284,29.9,0.0,6.2,2.1,4.4,37.3,47.5,2.3,"Turlock, Stanislaus County",15.4
804,2949,06001442301,1042,35.3,1.5,44.1,3.9,1.9,27.3,18.2,3.1,"Fremont, Irvington District, Alameda County",5.6
805,2621,06001442601,1154,44.0,0.0,37.2,2.5,0.5,34.0,23.8,1.6,"Fremont, Centerville District, Alameda County",1.9
806,3114,06001443104,1617,51.9,0.0,66.6,6.5,0.8,20.9,3.2,1.6,"Fremont, Mission San Jose District, Alameda County",3.6
807,2087,06001451506,890,42.6,0.5,12.0,7.7,0.0,53.7,24.5,1.8,"Livermore, Alameda County",2.6
808,2849,06001433104,762,26.7,0.0,13.7,17.3,5.4,31.4,26.3,5.6,"San Leandro, Alameda County",10.5
809,3039,06069000602,1126,37.1,0.0,2.3,0.3,2.1,32.9,60.3,2.1,"Hollister, San Benito County",8.1
810,3223,06069000601,1718,53.3,0.0,6.2,5.9,0.1,33.3,53.3,1.4,"Hollister, San Benito County",12.0
811,4574,06001438204,1435,31.4,0.1,36.8,5.4,5.4,12.8,33.4,6.3,"Halvern, Hayward, Alameda County",3.6
812,3022,06001440336,1089,36.0,0.3,46.5,16.1,0.8,18.2,12.0,6.0,"Union City, Alameda County",4.8
813,2199,06001441926,427,19.4,0.2,42.5,6.2,0.7,21.2,27.8,1.8,"Fremont, Alameda County",4.2
814,3703,06001444601,1582,42.7,0.0,51.0,2.0,0.1,21.3,22.6,2.8,"Mowry Landing, Newark, Alameda County",2.8
815,2051,06001450746,1279,62.4,0.0,15.1,0.7,0.0,61.2,22.2,0.7,"Pleasanton, Alameda County",0.9
816,2375,06001451505,1698,71.5,0.6,9.7,1.3,0.0,73.9,12.2,2.1,"Livermore, Alameda County",0.8
817,819,06001983200,469,57.3,1.8,20.8,15.8,0.5,58.6,2.4,0.5,"Oakland, Downtown Oakland, Alameda County",12.2
818,3092,06001451704,1956,63.3,0.0,7.4,0.0,0.5,79.7,10.5,1.6,"Livermore, Alameda County",2.7
819,1968,06001405902,462,23.5,1.3,39.6,9.2,0.0,18.5,23.0,8.0,"Oakland, Eastlake, Alameda County",19.0
820,2106,06001410500,410,19.5,0.0,4.0,58.2,1.4,21.8,13.0,1.9,"Oakland, West Oakland, Alameda County",32.7
821,3153,06001425104,1292,41.0,0.0,18.4,15.1,0.6,47.9,11.7,6.0,"Emeryville, Alameda County",22.4
822,2198,06001440333,830,37.8,1.1,81.7,0.9,2.0,7.7,3.3,3.0,"Union City, Alvarado, Alameda County",6.8
823,1811,06001441524,867,47.9,0.0,89.2,0.9,0.0,7.5,0.8,1.9,"Fremont, Alameda County",1.2
824,2848,06001442602,1317,46.2,0.8,25.5,15.7,0.1,40.2,10.1,7.2,"Fremont, Centerville District, Alameda County",14.0
825,1941,06001443322,871,44.9,0.2,57.7,1.0,0.0,31.9,7.0,2.0,"Fremont, Warm Springs District, Alameda County",3.5
826,3652,06001450745,2229,61.0,1.1,42.3,0.8,0.0,47.6,6.8,1.5,"Pleasanton, Alameda County",8.1
827,26,06001981900,13,50.0,0.0,0.0,0.0,0.0,57.7,42.3,0.0,"Oakland, Alameda County",0.0
828,3242,06001428700,1283,39.6,0.8,36.6,17.6,1.7,30.4,8.8,4.3,"Alameda, Alameda County",15.3
829,2548,06001403701,1221,47.9,0.0,18.2,21.9,0.0,47.1,9.6,2.8,"Oakland, Downtown Oakland, Alameda County",17.7
830,2266,06001404102,1243,54.9,1.5,14.3,6.9,0.0,61.1,11.5,5.0,"Oakland, Alameda County",10.1
831,2626,06001425102,766,29.2,0.0,35.2,12.9,0.2,36.6,11.1,4.3,"Emeryville, Alameda County",6.9
832,2347,06001425103,1001,42.7,0.0,23.9,29.1,0.0,34.5,7.2,5.1,"Emeryville, Alameda County",9.0
833,2288,06097154201,1274,55.7,0.9,2.0,0.0,0.0,65.8,28.5,2.4,"Cloverdale, Sonoma County",11.0
834,4061,06097150203,2320,57.1,0.0,1.0,3.2,0.0,86.9,8.2,0.7,"Sonoma, Sonoma County",8.9
835,3038,06097150204,1956,64.4,0.0,1.0,0.4,0.3,87.5,7.3,3.3,"Sonoma, Sonoma County",7.3
836,2860,06097150306,1445,50.5,0.0,1.7,4.5,0.3,72.8,17.9,2.2,Sonoma County,7.2
837,5822,06001435103,2971,51.0,0.0,38.1,9.4,0.4,39.8,5.4,6.6,Alameda County,3.1
838,1603,06001437702,167,10.4,0.9,4.7,4.8,1.6,10.1,70.4,7.2,"Hayward, Alameda County",12.9
839,4780,06097152906,2409,50.4,0.0,9.8,0.3,0.0,73.3,11.1,5.6,"Santa Rosa, Sonoma County",12.4
840,1921,06097153806,1214,63.2,1.0,2.3,0.8,0.2,77.8,17.2,0.5,"East Windsor, Windsor, Sonoma County",3.5
841,2583,06001440334,1156,44.8,0.3,69.3,3.9,0.9,10.6,14.8,0.0,"Union City, Alvarado, Alameda County",6.7
842,1656,06001441523,611,36.9,0.6,64.9,3.3,0.0,16.9,10.6,3.3,"Fremont, Alameda County",2.9
843,3917,06097150612,2218,56.6,0.0,2.9,1.8,0.0,73.9,18.1,3.3,"Petaluma, Sonoma County",5.8
844,3084,06097150611,1636,53.0,0.0,6.3,4.1,0.0,73.3,13.4,2.9,"Petaluma, Sonoma County",4.0
845,3935,06097150609,2186,55.6,0.0,7.0,2.6,0.1,73.3,9.6,7.1,"Petaluma, Sonoma County",9.2
846,3135,06097153807,2162,69.0,1.8,3.3,1.8,0.0,75.6,15.3,2.5,Sonoma County,3.0
847,2653,06097153808,1462,55.1,3.6,0.7,1.1,0.0,68.3,21.9,4.1,"East Windsor, Windsor, Sonoma County",5.5
848,4909,06085503326,2114,43.1,0.0,70.9,0.0,3.8,15.9,7.9,1.6,"San Jose, Santa Clara County",2.3
849,3083,06001406900,1633,53.0,0.0,21.4,19.6,0.8,43.9,7.0,7.5,"Oakland, Oakland Hills, Alameda County",7.8
850,2649,06001422300,1684,63.6,0.2,15.9,11.1,0.0,61.6,5.5,5.8,"Berkeley, Alameda County",10.4
851,3120,06097152905,1468,47.1,0.0,7.2,1.8,0.6,64.2,16.9,9.1,"Santa Rosa, Sonoma County",7.3
852,2762,06097153103,973,35.2,2.2,8.2,0.4,0.0,47.0,41.8,0.3,"Roseland, Santa Rosa, Sonoma County",12.5
853,2533,06097153804,1412,55.7,0.8,2.4,1.4,0.0,74.9,16.2,4.1,"Windsor, Sonoma County",4.3
854,1816,06085512603,449,24.7,0.0,1.7,2.3,0.0,23.3,68.8,4.2,"Gilroy, Santa Clara County",15.4
855,1971,06085512042,711,36.1,2.8,43.4,6.4,1.0,7.7,36.1,2.4,"San Jose, Santa Clara County",6.5
856,3158,06085511301,1637,51.8,0.0,15.5,9.1,0.1,60.6,5.4,9.3,"Palo Alto, Santa Clara County",3.8
857,2457,06085512312,1513,61.6,0.0,14.4,0.2,0.0,52.6,29.5,3.2,"Morgan Hill, Santa Clara County",1.8
858,2961,06085503327,1424,48.1,0.4,52.0,1.7,1.7,13.7,27.5,2.9,"San Jose, Evergreen, Santa Clara County",6.7
859,3656,06085512039,1237,33.8,0.0,35.9,7.4,0.0,10.8,45.4,0.4,"San Jose, Santa Clara County",8.5
860,3422,06055201200,2228,65.1,0.0,5.1,0.1,0.0,69.7,23.9,1.3,Napa County,9.5
861,2335,06001422100,1237,53.0,0.0,14.3,16.1,0.0,47.1,19.4,3.0,"Berkeley, Alameda County",3.3
862,2347,06001422200,1662,70.8,0.2,9.8,3.6,0.0,66.5,7.1,12.8,"Berkeley, Alameda County",6.4
863,3058,06001422400,1178,38.5,0.7,26.5,4.3,0.0,48.1,12.4,7.7,"Berkeley, Alameda County",17.2
864,1869,06075011901,840,44.9,0.0,18.9,4.0,0.2,53.8,19.8,3.5,"San Francisco, South of Market",10.8
865,2066,06075012901,1062,51.4,0.0,15.7,0.0,0.0,72.1,7.5,4.6,San Francisco,5.3
866,2904,06075015802,1371,47.2,0.0,11.7,8.5,0.0,58.4,11.2,10.2,"San Francisco, Western Addition",15.9
867,3167,06085512019,1336,42.2,0.3,27.2,2.3,0.9,41.8,24.2,3.8,"San Jose, Santa Clara County",9.8
868,2700,06085508900,974,36.1,0.6,47.2,0.2,0.0,25.3,25.1,1.7,"Sunnyvale, Santa Clara County",10.2
869,4028,06085512021,2014,50.0,0.0,34.1,4.9,0.0,42.6,14.8,3.3,"San Jose, Santa Clara County",4.6
870,5097,06097154202,2802,55.0,0.6,1.5,0.7,0.0,78.4,17.4,1.2,Sonoma County,4.1
871,2497,06097150305,1221,48.9,0.0,1.2,0.2,0.0,53.5,39.3,5.3,"Fetters Hot Springs, Agua Caliente, Sonoma County",13.2
872,2557,06097151601,2233,87.3,0.4,3.3,0.2,0.0,88.4,5.1,2.3,"Kenwood, Sonoma County",3.7
873,3137,06075031301,1366,43.5,0.0,59.1,12.0,0.0,22.8,3.7,2.7,San Francisco,12.9
874,3990,06085512022,1302,32.6,0.9,48.8,2.7,0.0,23.2,22.7,1.6,"San Jose, Santa Clara County",17.8
875,2217,06085509102,1122,50.6,0.0,29.1,5.5,0.0,50.1,10.7,4.6,"Sunnyvale, Santa Clara County",7.2
876,3534,06075031302,1594,45.1,0.0,57.9,10.8,1.7,10.5,13.3,5.6,San Francisco,7.8
877,3744,06075032601,1689,45.1,0.0,43.8,4.5,1.4,36.8,12.3,1.0,"San Francisco, Sunset District",10.8
878,2640,06085510002,1920,72.7,0.0,32.0,0.2,0.0,55.6,10.8,1.2,"Los Altos, Santa Clara County",1.6
879,2034,06085510100,1592,78.3,0.0,36.9,1.1,0.0,54.2,7.4,0.5,"Los Altos, Santa Clara County",9.9
880,2903,06075032902,1400,48.2,0.0,69.2,0.8,0.0,23.6,5.8,0.6,"San Francisco, Sunset District",4.9
881,2636,06075047802,1499,56.9,0.0,51.2,0.7,0.0,38.3,7.8,2.1,San Francisco,8.2
882,1281,06075012301,437,34.1,0.0,31.7,13.1,0.0,36.8,13.7,5.1,"San Francisco, South of Market",31.3
883,2576,06085503312,1086,42.2,0.0,31.2,9.1,1.4,31.6,25.3,1.5,"San Jose, Santa Clara County",2.4
884,2560,06085505100,952,37.2,0.0,32.0,4.9,0.0,25.8,32.2,5.0,"North San Jose, San Jose, Santa Clara County",13.4
885,3028,06085507205,2310,76.3,0.0,17.0,1.5,0.0,69.9,7.1,4.5,"Los Gatos, Vasona Junction, Santa Clara County",4.0
886,2032,06085508800,670,33.0,0.0,24.1,3.9,0.0,34.2,33.4,4.7,"Sunnyvale, Santa Clara County",8.4
887,3790,06085512023,1146,30.2,0.7,26.9,8.0,0.0,26.5,34.2,3.7,"San Jose, Santa Clara County",2.8
888,1218,06077004001,542,44.5,0.0,5.7,0.3,0.0,63.9,25.8,4.2,San Joaquin County,22.1
889,3788,06077005004,2301,60.7,0.0,3.3,0.6,0.0,64.5,27.1,4.6,"Manteca, San Joaquin County",14.1
890,2252,06077004701,1005,44.6,0.0,2.0,0.2,0.2,76.1,18.6,2.8,"Lockeford, San Joaquin County",9.5
891,2693,06077003110,826,30.7,1.1,10.8,11.7,0.0,41.5,30.0,4.9,"Lincoln Village, Stockton, San Joaquin County",13.4
892,2863,06077003215,877,30.6,0.0,25.0,23.3,0.0,29.4,16.3,5.8,San Joaquin County,11.8
893,4839,06077005122,1764,36.5,0.0,13.7,3.1,7.1,29.7,42.0,4.4,"Manteca, San Joaquin County",8.3
894,2210,06077003700,471,21.3,1.8,0.2,4.4,0.0,48.1,39.8,5.9,"Manteca, San Joaquin County",33.0
895,3708,06077003803,726,19.6,1.3,10.7,13.4,0.0,29.4,40.0,5.1,"French Camp, Stockton, San Joaquin County",14.3
896,3678,06097152401,3277,89.1,0.0,10.7,0.0,0.0,80.1,7.4,1.8,"Santa Rosa, Sonoma County",6.4
897,1150,06077003308,276,24.0,0.0,20.1,11.4,0.9,25.3,35.0,7.4,"Stockton, San Joaquin County",17.9
898,865,06077003900,273,31.6,0.5,4.0,0.0,0.0,55.1,39.7,0.0,San Joaquin County,16.8
899,3735,06097151405,936,25.1,0.1,6.0,4.8,0.0,55.6,29.5,3.8,"Santa Rosa, Sonoma County",14.2
900,3319,06097153302,1257,37.9,0.2,7.8,2.9,0.0,49.3,36.8,2.9,"Santa Rosa, Sonoma County",22.1
901,1381,06097153708,842,61.0,0.0,2.2,0.0,0.0,89.1,4.3,4.0,Sonoma County,11.2
902,1974,06097151205,1396,70.7,0.0,3.3,0.0,0.0,74.1,20.6,2.0,"Penngrove, Sonoma County",10.6
903,841,06097154308,422,50.2,0.0,4.8,0.0,0.0,91.0,4.3,0.0,Sonoma County,13.9
904,2898,06097153405,1812,62.5,0.0,0.0,1.8,0.7,66.9,22.9,7.7,"Mills, Sonoma County",3.4
905,1602,06097154304,1179,73.6,1.6,3.7,0.9,0.0,85.0,6.2,1.8,Sonoma County,14.6
906,4291,06001435104,1267,29.5,0.0,41.6,7.8,3.4,19.9,23.7,3.7,"Hayward, Alameda County",6.6
907,2317,06001405301,1100,47.5,0.0,11.7,17.3,0.2,53.1,11.5,5.8,"Oakland, Eastlake, Alameda County",13.4
908,3734,06081610700,1415,37.9,0.0,8.5,3.3,0.3,57.9,28.1,2.3,"Redwood City, San Mateo County",5.9
909,1834,06081610800,698,38.1,0.0,9.8,2.2,3.5,35.8,47.0,1.1,"Redwood Junction, Redwood City, San Mateo County",9.6
910,4284,06081611000,2113,49.3,0.0,4.9,3.1,0.0,53.3,37.4,1.5,"Redwood City, San Mateo County",3.5
911,1977,06081611200,1393,70.5,0.0,13.4,2.9,0.0,70.9,10.4,2.5,"Redwood City, San Mateo County",3.7
912,2004,06095250701,492,24.6,0.0,17.0,17.2,0.0,20.0,37.1,8.7,"South Vallejo, Vallejo, Solano County",23.2
913,1664,06095251000,706,42.4,0.1,8.4,29.4,0.9,36.2,24.8,0.6,"Vallejo, Solano County",17.4
914,2546,06095251300,1305,51.3,0.0,1.4,3.0,0.4,61.2,31.8,2.7,"Vallejo, Solano County",4.7
915,7687,06077005106,4034,52.5,0.1,30.4,3.8,1.2,35.5,23.9,4.8,"Manteca, San Joaquin County",5.1
916,5624,06077005119,2144,38.1,1.2,36.1,13.8,0.0,18.0,24.9,6.1,"Lathrop, San Joaquin County",10.3
917,1707,06077004202,937,54.9,0.0,10.5,0.2,0.2,66.9,20.2,2.1,"Lodi, San Joaquin County",6.7
918,3735,06077002800,939,25.1,0.0,5.6,14.8,0.0,9.6,69.8,0.0,"Stockton, San Joaquin County",19.8
919,2301,06077003602,820,35.6,0.8,2.0,1.0,0.0,47.9,45.2,2.8,San Joaquin County,26.2
920,3261,06077003109,1632,50.0,0.1,8.0,9.0,0.0,36.0,39.0,8.0,"Stockton, San Joaquin County",15.4
921,2224,06077001800,425,19.1,0.1,0.7,0.6,0.0,22.8,73.6,2.0,"Stockton, San Joaquin County",18.3
922,2409,06077005124,748,31.1,0.0,5.8,0.4,0.0,49.0,40.3,4.4,"Manteca, San Joaquin County",10.3
923,2090,06077003406,482,23.1,0.0,23.7,22.7,0.0,15.5,34.6,3.5,"Stockton, San Joaquin County",25.5
924,3390,06077003305,1017,30.0,0.0,10.8,8.8,0.0,34.9,44.2,1.0,"Stockton, San Joaquin County",9.7
925,45,06001982000,55,122.2,8.9,22.2,8.9,0.0,55.6,0.0,0.0,"Oakland, Alameda County",0.0
926,3583,06001450102,1448,40.4,0.7,33.7,20.3,0.4,26.3,13.1,4.7,"Dublin, Alameda County",7.7
927,3521,06081611300,2195,62.3,0.0,12.8,0.9,0.0,62.2,21.4,2.6,"Sequoia Tract, San Mateo County",4.3
928,1982,06081611500,1361,68.7,0.0,16.1,0.1,0.0,72.7,9.4,2.1,"Lindenwood, Atherton, San Mateo County",2.6
929,1584,06081611600,1158,73.1,0.0,15.5,6.1,0.6,58.1,18.1,1.1,"Henderson, Menlo Park, San Mateo County",3.7
930,4610,06095251400,1684,36.5,1.0,15.4,9.5,0.0,52.6,20.2,1.6,"Harry Floyd Terrace, Vallejo, Solano County",11.9
931,2020,06095251500,666,33.0,0.0,9.2,36.9,0.0,36.8,14.3,3.2,"Vallejo, Solano County",25.6
932,1865,06095251600,562,30.1,5.9,2.7,26.4,0.0,27.2,33.8,3.8,"Vallejo, Solano County",25.8
933,2431,06095251701,869,35.7,1.0,5.8,27.7,1.2,39.8,20.4,4.5,"Vallejo, Solano County",16.1
934,1793,06095251702,605,33.7,0.0,31.0,30.6,0.0,23.3,14.6,0.8,"Vallejo, Solano County",4.7
935,3275,06095251803,956,29.2,0.1,24.7,17.6,0.0,20.7,35.0,2.1,"Vallejo, Solano County",5.3
936,2523,06095251804,812,32.2,1.0,39.3,7.8,5.9,14.9,27.9,3.1,"Vallejo, Solano County",1.9
937,1584,06097153406,1360,85.9,0.1,3.2,2.6,0.0,84.7,8.5,1.3,"Sebastopol, Sonoma County",7.7
938,2036,06097153710,998,49.0,0.7,2.9,0.0,0.0,79.1,16.7,0.2,"Rolands, Guerneville, Sonoma County",9.7
939,5026,06097152601,3585,71.3,0.0,5.2,1.0,0.0,79.6,12.7,1.3,"Santa Rosa, Sonoma County",1.5
940,1439,06097153709,755,52.5,0.0,2.1,0.0,0.0,76.7,19.8,1.4,Sonoma County,9.1
941,1728,06097152205,550,31.8,0.0,0.9,0.1,0.0,84.5,12.0,2.4,"Santa Rosa, Sonoma County",6.2
942,2633,06081612500,1792,68.1,0.0,23.4,6.2,0.0,63.5,3.9,3.2,"Menlo Park, San Mateo County",4.6
943,3783,06095251901,1087,28.7,0.0,14.7,31.8,0.1,23.6,25.7,4.2,"Flosden Acres, Vallejo, Solano County",11.1
944,3748,06095251903,1287,34.3,0.8,27.2,31.2,1.9,16.4,17.2,5.3,"Vallejo, Solano County",7.5
945,3824,06099003300,1257,32.9,0.0,4.2,5.9,0.1,39.9,49.1,1.0,Stanislaus County,9.3
946,3864,06099002801,1558,40.3,0.6,4.7,2.0,0.9,57.8,31.9,1.9,Stanislaus County,16.7
947,2484,06099003603,948,38.2,0.0,2.0,2.6,1.4,77.8,15.0,1.0,Stanislaus County,26.8
948,1696,06099001604,282,16.6,0.0,7.7,5.3,2.9,6.4,75.4,2.1,"Modesto, Stanislaus County",39.3
949,4878,06097153301,1700,34.9,0.0,10.2,2.5,0.0,55.4,28.3,3.4,"Santa Rosa, Sonoma County",12.7
